Nova Scotia,Average hourly wage rate,Total employees,Sales and service occupations [G]  (8),Both sexes,15 years and over,25.14,25.64,26.51,26.54,25.93
Nova Scotia,Average hourly wage rate,Total employees,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers [G1] ",Both sexes,15 years and over,28.35,29.71,29.3,33.32,30.71
Nova Scotia,Average hourly wage rate,Total employees,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors [G011 G2-G3] ",Both sexes,15 years and over,19.34,21.12,19.76,22.66,22.53
Nova Scotia,Average hourly wage rate,Total employees,"Chefs and cooks, and occupations in food and beverage service, including supervisors [G012 G4-G5] ",Both sexes,15 years and over,15.06,15.23,15.14,15.41,15.48
Nova Scotia,Average hourly wage rate,Total employees,Occupation in protective services [G6] ,Both sexes,15 years and over,22.64,24.99,22.71,22.2,21.8
Nova Scotia,Average hourly wage rate,Total employees,Childcare and home support workers [G8] ,Both sexes,15 years and over,12.84,13.19,13.28,13.91,14.01
Nova Scotia,Average hourly wage rate,Total employees,"Sales and service occupations not elsewhere classified, including occupations in travel and accommodation, attendants in recreation and sport as well as supervisors [G013-G016 G7 G9] ",Both sexes,15 years and over,14.01,14.53,14.72,15,15.81
Nova Scotia,Average hourly wage rate,Total employees,"Trades, transport and equipment operators and related occupations [H] ",Both sexes,15 years and over,21.61,20.31,20.58,21.93,23.53
Nova Scotia,Average hourly wage rate,Total employees,Contractors and supervisors in trades and transportation [H0] ,Both sexes,15 years and over,18,17.63,16.84,16.32,16.23
Nova Scotia,Average hourly wage rate,Total employees,Construction trades [H1] ,Both sexes,15 years and over,13.53,13.35,13.67,13.46,13.3
Nova Scotia,Average hourly wage rate,Total employees,Other trades occupations [H2-H5] ,Both sexes,15 years and over,22.03,21.99,22.03,22.16,22.39
Nova Scotia,Average hourly wage rate,Total employees,Transport and equipment operators [H6-H7] ,Both sexes,15 years and over,26.25,25.38,26.36,24.5,25.43
Nova Scotia,Average hourly wage rate,Total employees,"Trades helpers, construction, and transportation labourers and related occupations [H8] ",Both sexes,15 years and over,22.37,22.32,22.34,23.21,23.28
Nova Scotia,Average hourly wage rate,Total employees,Occupations unique to primary industry [I] ,Both sexes,15 years and over,25.62,24.9,24.95,24.62,23.73
Nova Scotia,Average hourly wage rate,Total employees,"Occupations unique to processing, manufacturing and utilities [J] ",Both sexes,15 years and over,19.84,19.86,20.47,20.28,20.64
Nova Scotia,Average hourly wage rate,Total employees,"Machine operators and assemblers in manufacturing, including supervisors [J0-J2] ",Both sexes,15 years and over,16.56,17.29,16.47,17.6,19.89
Nova Scotia,Average hourly wage rate,Total employees,"Labourers in processing, manufacturing and utilities [J3] ",Both sexes,15 years and over,19,20.13,20.24,18.37,18.82
New Brunswick,Average hourly wage rate,Total employees,"Total employees, all occupations (7)",Both sexes,15 years and over,18.64,19.29,19.28,18.64,19.19
New Brunswick,Average hourly wage rate,Total employees,Management occupations [A] ,Both sexes,15 years and over,19.5,20.1,20.04,19.43,19.89
New Brunswick,Average hourly wage rate,Total employees,Senior management occupations [A0] ,Both sexes,15 years and over,14.52,14.8,15.73,15.55,16.02
New Brunswick,Average hourly wage rate,Total employees,Other management occupations [A1-A3] ,Both sexes,15 years and over,21.32,21.36,21.32,21.41,21.68
New Brunswick,Average hourly wage rate,Total employees,"Business, finance and administrative occupations [B] ",Both sexes,15 years and over,36.25,36.31,33.95,34.57,33.65
New Brunswick,Average hourly wage rate,Total employees,Professional occupations in business and finance [B0] ,Both sexes,15 years and over,37.02,x,34.34,32.08,39.04
New Brunswick,Average hourly wage rate,Total employees,"Financial, secretarial and administrative occupations [B1-B3] ",Both sexes,15 years and over,36.22,36.13,33.94,34.73,33.42
New Brunswick,Average hourly wage rate,Total employees,"Clerical occupations, including supervisors [B4-B5] ",Both sexes,15 years and over,20.8,20.9,20.84,20.89,20.92
New Brunswick,Average hourly wage rate,Total employees,Natural and applied sciences and related occupations [C] ,Both sexes,15 years and over,30.79,29.53,29.05,29.95,28.94
New Brunswick,Average hourly wage rate,Total employees,Health occupations [D] ,Both sexes,15 years and over,21.44,21.3,21.81,21.78,21.81
New Brunswick,Average hourly wage rate,Total employees,"Professional occupations in health, nurse supervisors and registered nurses [D0-D1] ",Both sexes,15 years and over,18.19,18.92,18.68,18.7,18.55
New Brunswick,Average hourly wage rate,Total employees,"Technical, assisting and related occupations in health [D2-D3] ",Both sexes,15 years and over,29.98,30.09,29.09,29.01,28.63
New Brunswick,Average hourly wage rate,Total employees,"Occupations in social science, education, government service and religion [E] ",Both sexes,15 years and over,27.16,27.81,27.2,27.63,26.83
New Brunswick,Average hourly wage rate,Total employees,"Occupations in social science, government service and religion [E0 E2] ",Both sexes,15 years and over,35.61,35.24,34.6,34.74,35.74
New Brunswick,Average hourly wage rate,Total employees,Teachers and professors [E1 E130]  (9),Both sexes,15 years and over,22.07,21.78,21.83,21.75,20.44
New Brunswick,Average hourly wage rate,Total employees,"Occupations in art, culture, recreation and sport [F] ",Both sexes,15 years and over,27.58,27.27,27.81,27.46,27.39
New Brunswick,Average hourly wage rate,Total employees,Sales and service occupations [G]  (8),Both sexes,15 years and over,24.64,24.69,26.82,25.34,25.06
New Brunswick,Average hourly wage rate,Total employees,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers [G1] ",Both sexes,15 years and over,30.31,29.62,28.8,29.56,29.68
New Brunswick,Average hourly wage rate,Total employees,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors [G011 G2-G3] ",Both sexes,15 years and over,20.1,21.09,19.1,19.94,24.11
New Brunswick,Average hourly wage rate,Total employees,"Chefs and cooks, and occupations in food and beverage service, including supervisors [G012 G4-G5] ",Both sexes,15 years and over,15.12,14.8,14.92,15.02,15.18
New Brunswick,Average hourly wage rate,Total employees,Occupation in protective services [G6] ,Both sexes,15 years and over,22.35,21.94,23.34,22.23,22.64
New Brunswick,Average hourly wage rate,Total employees,Childcare and home support workers [G8] ,Both sexes,15 years and over,13.87,13.04,13.42,13.83,14.14
New Brunswick,Average hourly wage rate,Total employees,"Sales and service occupations not elsewhere classified, including occupations in travel and accommodation, attendants in recreation and sport as well as supervisors [G013-G016 G7 G9] ",Both sexes,15 years and over,13.82,14.42,13.49,13.45,12.83
New Brunswick,Average hourly wage rate,Total employees,"Trades, transport and equipment operators and related occupations [H] ",Both sexes,15 years and over,22.78,21.37,21.87,21.92,24.33
New Brunswick,Average hourly wage rate,Total employees,Contractors and supervisors in trades and transportation [H0] ,Both sexes,15 years and over,14.36,13.9,14.09,14.95,15.08
New Brunswick,Average hourly wage rate,Total employees,Construction trades [H1] ,Both sexes,15 years and over,13.87,14.16,13.94,13.77,13.77
New Brunswick,Average hourly wage rate,Total employees,Other trades occupations [H2-H5] ,Both sexes,15 years and over,20.07,20.08,20.97,21.65,21.58
New Brunswick,Average hourly wage rate,Total employees,Transport and equipment operators [H6-H7] ,Both sexes,15 years and over,20.93,20.66,21.88,25.2,27.2
New Brunswick,Average hourly wage rate,Total employees,"Trades helpers, construction, and transportation labourers and related occupations [H8] ",Both sexes,15 years and over,19.85,20.37,20.02,21.86,20.95
New Brunswick,Average hourly wage rate,Total employees,Occupations unique to primary industry [I] ,Both sexes,15 years and over,22.94,22.06,23.55,23.21,24.01
New Brunswick,Average hourly wage rate,Total employees,"Occupations unique to processing, manufacturing and utilities [J] ",Both sexes,15 years and over,18.32,17.7,18.54,20.41,19.33
New Brunswick,Average hourly wage rate,Total employees,"Machine operators and assemblers in manufacturing, including supervisors [J0-J2] ",Both sexes,15 years and over,16.81,17.94,17.79,17.04,16
New Brunswick,Average hourly wage rate,Total employees,"Labourers in processing, manufacturing and utilities [J3] ",Both sexes,15 years and over,16.51,16.71,16.3,17.08,18.35
Quebec,Average hourly wage rate,Total employees,"Total employees, all occupations (7)",Both sexes,15 years and over,17.76,17.75,17.87,18.58,19.81
Quebec,Average hourly wage rate,Total employees,Management occupations [A] ,Both sexes,15 years and over,18.8,18.55,18.76,19.54,21.06
Quebec,Average hourly wage rate,Total employees,Senior management occupations [A0] ,Both sexes,15 years and over,13.9,15.31,14.77,15.25,14.16
Quebec,Average hourly wage rate,Total employees,Other management occupations [A1-A3] ,Both sexes,15 years and over,23.14,23.2,23.18,23.2,23.41
Quebec,Average hourly wage rate,Total employees,"Business, finance and administrative occupations [B] ",Both sexes,15 years and over,38.35,37.2,36.64,36.64,36.29
Quebec,Average hourly wage rate,Total employees,Professional occupations in business and finance [B0] ,Both sexes,15 years and over,41.17,39.63,52.06,41.98,30.77
Quebec,Average hourly wage rate,Total employees,"Financial, secretarial and administrative occupations [B1-B3] ",Both sexes,15 years and over,38.21,37.08,35.96,36.38,36.5
Quebec,Average hourly wage rate,Total employees,"Clerical occupations, including supervisors [B4-B5] ",Both sexes,15 years and over,22.81,22.7,22.74,22.63,22.93
Quebec,Average hourly wage rate,Total employees,Natural and applied sciences and related occupations [C] ,Both sexes,15 years and over,33.03,33.38,33.15,33.48,33.25
Quebec,Average hourly wage rate,Total employees,Health occupations [D] ,Both sexes,15 years and over,22.97,22.62,22.37,22.54,22.93
Quebec,Average hourly wage rate,Total employees,"Professional occupations in health, nurse supervisors and registered nurses [D0-D1] ",Both sexes,15 years and over,20.24,20.1,20.29,20.12,20.11
Quebec,Average hourly wage rate,Total employees,"Technical, assisting and related occupations in health [D2-D3] ",Both sexes,15 years and over,32.03,32.03,31.24,31.75,31.75
Quebec,Average hourly wage rate,Total employees,"Occupations in social science, education, government service and religion [E] ",Both sexes,15 years and over,25.38,25.19,25.76,26.2,26.48
Quebec,Average hourly wage rate,Total employees,"Occupations in social science, government service and religion [E0 E2] ",Both sexes,15 years and over,31.29,30.29,31.79,31.89,32.88
Quebec,Average hourly wage rate,Total employees,Teachers and professors [E1 E130]  (9),Both sexes,15 years and over,21.6,22.04,21.8,21.82,21.78
Quebec,Average hourly wage rate,Total employees,"Occupations in art, culture, recreation and sport [F] ",Both sexes,15 years and over,29.92,30.22,30.39,29.94,30.66
Quebec,Average hourly wage rate,Total employees,Sales and service occupations [G]  (8),Both sexes,15 years and over,27.06,27.58,28.56,27.71,27.95
Quebec,Average hourly wage rate,Total employees,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers [G1] ",Both sexes,15 years and over,33.19,33.23,32.4,32.58,33.7
Quebec,Average hourly wage rate,Total employees,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors [G011 G2-G3] ",Both sexes,15 years and over,24.99,24.02,24.48,23.95,25.13
