Occupations unique to primary industry [I] ,fish culture manager
Occupations unique to primary industry [I] ,fish culture operator
Occupations unique to primary industry [I] ,fish farm manager
Occupations unique to primary industry [I] ,fish farm operator
Occupations unique to primary industry [I] ,fish farmer
Occupations unique to primary industry [I] ,fish hatchery manager
Occupations unique to primary industry [I] ,fish hatchery operator
Occupations unique to primary industry [I] ,lobster farmer
Occupations unique to primary industry [I] ,"manager, fish culture"
Occupations unique to primary industry [I] ,"manager, fish farm"
Occupations unique to primary industry [I] ,"manager, fish hatchery"
Occupations unique to primary industry [I] ,mussel farmer
Occupations unique to primary industry [I] ,mussel grower
Occupations unique to primary industry [I] ,"operator, fish culture"
Occupations unique to primary industry [I] ,"operator, fish farm"
Occupations unique to primary industry [I] ,"operator, fish hatchery"
Occupations unique to primary industry [I] ,oyster farmer
Occupations unique to primary industry [I] ,oyster grower
Occupations unique to primary industry [I] ,salmon farmer
Occupations unique to primary industry [I] ,salmon grower
Occupations unique to primary industry [I] ,trout farmer
Occupations unique to primary industry [I] ,apiary worker
Occupations unique to primary industry [I] ,artificial breeding worker
Occupations unique to primary industry [I] ,"attendant, livestock yard"
Occupations unique to primary industry [I] ,"attendant, stockyard"
Occupations unique to primary industry [I] ,baler - agriculture
Occupations unique to primary industry [I] ,baling machine operator - farm
Occupations unique to primary industry [I] ,barn worker
Occupations unique to primary industry [I] ,beef cattle farm worker
Occupations unique to primary industry [I] ,binder operator - agriculture
Occupations unique to primary industry [I] ,cattle ranch labourer
Occupations unique to primary industry [I] ,cattle ranch worker
Occupations unique to primary industry [I] ,chick sexer
Occupations unique to primary industry [I] ,chicken catcher
Occupations unique to primary industry [I] ,chore hand - agriculture
Occupations unique to primary industry [I] ,"cleaner, poultry yard"
Occupations unique to primary industry [I] ,combine operator
Occupations unique to primary industry [I] ,cowboy / cowgirl
Occupations unique to primary industry [I] ,cowhand
Occupations unique to primary industry [I] ,cowherd
Occupations unique to primary industry [I] ,cowpuncher
Occupations unique to primary industry [I] ,"crewperson, custom harvest"
Occupations unique to primary industry [I] ,cropsprayer machine operator
Occupations unique to primary industry [I] ,cultivator operator
Occupations unique to primary industry [I] ,"curer, tobacco"
Occupations unique to primary industry [I] ,custom harvest crewperson
Occupations unique to primary industry [I] ,dairy farm labourer
Occupations unique to primary industry [I] ,dairy farm worker
Occupations unique to primary industry [I] ,dairy hand
Occupations unique to primary industry [I] ,"driver, livestock"
Occupations unique to primary industry [I] ,egg candler
Occupations unique to primary industry [I] ,egg gatherer
Occupations unique to primary industry [I] ,egg grader
Occupations unique to primary industry [I] ,egg grading machine tender
Occupations unique to primary industry [I] ,egg grading station labourer
Occupations unique to primary industry [I] ,egg processing machine tender
Occupations unique to primary industry [I] ,"examiner, fruit - agriculture"
Occupations unique to primary industry [I] ,"exerciser, racehorse"
Occupations unique to primary industry [I] ,farm equipment operator
Occupations unique to primary industry [I] ,farm hand
Occupations unique to primary industry [I] ,farm labourer
Occupations unique to primary industry [I] ,"farm labourer, grain"
Occupations unique to primary industry [I] ,farm machinery operator
Occupations unique to primary industry [I] ,farm worker
Occupations unique to primary industry [I] ,"farm worker, fruit"
Occupations unique to primary industry [I] ,"farm worker, general"
Occupations unique to primary industry [I] ,"farm worker, grain"
Occupations unique to primary industry [I] ,"farm worker, hogs"
Occupations unique to primary industry [I] ,"farm worker, mushrooms"
Occupations unique to primary industry [I] ,"farm worker, pheasants"
Occupations unique to primary industry [I] ,"farm worker, poultry"
Occupations unique to primary industry [I] ,"farm worker, sugar-beets"
Occupations unique to primary industry [I] ,"farm worker, tobacco"
Occupations unique to primary industry [I] ,"farm worker, vegetables"
Occupations unique to primary industry [I] ,feedlot assistant
Occupations unique to primary industry [I] ,feedlot worker
Occupations unique to primary industry [I] ,feedyard assistant
Occupations unique to primary industry [I] ,feedyard worker
Occupations unique to primary industry [I] ,field and vegetable crop labourer
Occupations unique to primary industry [I] ,field crop and vegetable-growing worker
Occupations unique to primary industry [I] ,fruit examiner - agriculture
Occupations unique to primary industry [I] ,fruit farm labourer
Occupations unique to primary industry [I] ,fruit farm worker
Occupations unique to primary industry [I] ,fruit farming labourer
Occupations unique to primary industry [I] ,fruit tree pruner
Occupations unique to primary industry [I] ,fruit tree thinner
Occupations unique to primary industry [I] ,fur farm worker
Occupations unique to primary industry [I] ,fur farming worker
Occupations unique to primary industry [I] ,fur ranch labourer
Occupations unique to primary industry [I] ,general farm worker
Occupations unique to primary industry [I] ,grafter - orchard
Occupations unique to primary industry [I] ,grain farm labourer
Occupations unique to primary industry [I] ,grain farm worker
Occupations unique to primary industry [I] ,grain thresher
Occupations unique to primary industry [I] ,groom - farm
Occupations unique to primary industry [I] ,harvester machine operator
Occupations unique to primary industry [I] ,hatchery worker
Occupations unique to primary industry [I] ,hay baler operator - agriculture
Occupations unique to primary industry [I] ,herder - stockyards
Occupations unique to primary industry [I] ,hog farm worker
Occupations unique to primary industry [I] ,hop-picking machine operator
Occupations unique to primary industry [I] ,horse breaker
Occupations unique to primary industry [I] ,incubator tender - agriculture
Occupations unique to primary industry [I] ,irrigation worker
Occupations unique to primary industry [I] ,irrigator sprinkler system
Occupations unique to primary industry [I] ,irrigator wheel line system
Occupations unique to primary industry [I] ,"irrigator, rows"
Occupations unique to primary industry [I] ,"labourer, cattle ranch"
Occupations unique to primary industry [I] ,"labourer, dairy farm"
Occupations unique to primary industry [I] ,"labourer, egg grading station"
Occupations unique to primary industry [I] ,"labourer, farm"
Occupations unique to primary industry [I] ,"labourer, field and vegetable crops"
Occupations unique to primary industry [I] ,"labourer, fruit farming"
Occupations unique to primary industry [I] ,"labourer, fur ranch"
Occupations unique to primary industry [I] ,"labourer, grain farm"
Occupations unique to primary industry [I] ,"labourer, livestock"
Occupations unique to primary industry [I] ,"labourer, poultry farming"
Occupations unique to primary industry [I] ,lamb feedlot worker
Occupations unique to primary industry [I] ,livestock driver
Occupations unique to primary industry [I] ,livestock labourer
Occupations unique to primary industry [I] ,livestock weigher
Occupations unique to primary industry [I] ,livestock yard attendant
Occupations unique to primary industry [I] ,livestock yardman / woman
Occupations unique to primary industry [I] ,maple syrup maker
Occupations unique to primary industry [I] ,maple tapping worker
Occupations unique to primary industry [I] ,market garden worker
Occupations unique to primary industry [I] ,milk production labourer
Occupations unique to primary industry [I] ,milking machine tender
Occupations unique to primary industry [I] ,mushroom farm worker
Occupations unique to primary industry [I] ,oilseed crop worker
Occupations unique to primary industry [I] ,"operator, baling machine - agriculture"
Occupations unique to primary industry [I] ,"operator, farm machinery"
Occupations unique to primary industry [I] ,"operator, harvester machine"
Occupations unique to primary industry [I] ,"operator, hop-picking machine"
Occupations unique to primary industry [I] ,"operator, threshing machine"
Occupations unique to primary industry [I] ,"operator, tobacco harvesting machine"
Occupations unique to primary industry [I] ,orchard worker
Occupations unique to primary industry [I] ,pasture rider
Occupations unique to primary industry [I] ,penrider
Occupations unique to primary industry [I] ,pheasant farm worker
Occupations unique to primary industry [I] ,poultry farm labourer
Occupations unique to primary industry [I] ,poultry farm worker
Occupations unique to primary industry [I] ,poultry yard cleaner
Occupations unique to primary industry [I] ,"primer, tobacco"
Occupations unique to primary industry [I] ,"pruner, vineyard"
Occupations unique to primary industry [I] ,racehorse exerciser
Occupations unique to primary industry [I] ,ranch hand
Occupations unique to primary industry [I] ,"ranch labourer, fur"
Occupations unique to primary industry [I] ,ranch worker
Occupations unique to primary industry [I] ,row irrigator
Occupations unique to primary industry [I] ,"sexer, chicks"
Occupations unique to primary industry [I] ,sheep feedlot worker
Occupations unique to primary industry [I] ,sheep shearer
Occupations unique to primary industry [I] ,soya bean crop worker
Occupations unique to primary industry [I] ,stable assistant
Occupations unique to primary industry [I] ,stable hand
Occupations unique to primary industry [I] ,stable worker
Occupations unique to primary industry [I] ,stableman / woman
Occupations unique to primary industry [I] ,stock attendant
Occupations unique to primary industry [I] ,stockyard attendant
Occupations unique to primary industry [I] ,sugar bush worker
Occupations unique to primary industry [I] ,sugar-beet farm worker
Occupations unique to primary industry [I] ,"tender, egg processing machine"
Occupations unique to primary industry [I] ,"tender, incubator - agriculture"
Occupations unique to primary industry [I] ,"tender, milking machine"
Occupations unique to primary industry [I] ,threshing machine operator
Occupations unique to primary industry [I] ,tobacco curer
Occupations unique to primary industry [I] ,tobacco farm worker
Occupations unique to primary industry [I] ,tobacco harvesting machine operator
Occupations unique to primary industry [I] ,tobacco primer
Occupations unique to primary industry [I] ,"tractor operator, farming"
Occupations unique to primary industry [I] ,vegetable farm worker
Occupations unique to primary industry [I] ,vegetable thinner
Occupations unique to primary industry [I] ,vineyard pruner
Occupations unique to primary industry [I] ,"weigher, livestock"
Occupations unique to primary industry [I] ,"worker, artificial insemination"
Occupations unique to primary industry [I] ,"worker, farm"
Occupations unique to primary industry [I] ,"yard attendant, livestock"
Occupations unique to primary industry [I] ,"yard cleaner, poultry"
Occupations unique to primary industry [I] ,"yardman / woman, livestock"
Occupations unique to primary industry [I] ,Christmas tree shearer
Occupations unique to primary industry [I] ,Christmas tree trimmer
Occupations unique to primary industry [I] ,forest assistant nursery
Occupations unique to primary industry [I] ,forest nursery worker
Occupations unique to primary industry [I] ,greenhouse worker
Occupations unique to primary industry [I] ,hand sprayer - greenhouse
Occupations unique to primary industry [I] ,horticulture worker
Occupations unique to primary industry [I] ,hothouse worker
Occupations unique to primary industry [I] ,hydroponics worker
Occupations unique to primary industry [I] ,interior plantscaper
Occupations unique to primary industry [I] ,nursery worker
Occupations unique to primary industry [I] ,plant propagator - greenhouse or nursery
Occupations unique to primary industry [I] ,"sprayer, hand - greenhouse"
Occupations unique to primary industry [I] ,stadium groundskeeper
Occupations unique to primary industry [I] ,tree grafter - nursery
Occupations unique to primary industry [I] ,boom master - logging
Occupations unique to primary industry [I] ,buckers supervisor
Occupations unique to primary industry [I] ,"contractor, forest conservation"
Occupations unique to primary industry [I] ,"contractor, logging"
Occupations unique to primary industry [I] ,"contractor, silviculture"
Occupations unique to primary industry [I] ,fire suppression crew foreman / woman - forestry
Occupations unique to primary industry [I] ,"foreman / woman, forestry"
Occupations unique to primary industry [I] ,"foreman / woman, logging"
Occupations unique to primary industry [I] ,"foreman / woman, planting crew"
Occupations unique to primary industry [I] ,"foreman / woman, pond"
Occupations unique to primary industry [I] ,forest operations supervisor
Occupations unique to primary industry [I] ,forestry conservation contractor
Occupations unique to primary industry [I] ,forestry crew supervisor
Occupations unique to primary industry [I] ,forestry foreman / woman
Occupations unique to primary industry [I] ,forestry supervisor
Occupations unique to primary industry [I] ,grapple yarder hook tender
Occupations unique to primary industry [I] ,hook and rig supervisor - logging
Occupations unique to primary industry [I] ,hook tender
Occupations unique to primary industry [I] ,hook tender - logging
Occupations unique to primary industry [I] ,loading foreman / woman - logging
Occupations unique to primary industry [I] ,log yarding boss
Occupations unique to primary industry [I] ,loggers supervisor - forestry
Occupations unique to primary industry [I] ,logging contractor
Occupations unique to primary industry [I] ,logging crew supervisor - forestry
Occupations unique to primary industry [I] ,logging foreman / woman
Occupations unique to primary industry [I] ,logging supervisor
Occupations unique to primary industry [I] ,planting crew foreman / woman
Occupations unique to primary industry [I] ,pond foreman / woman
Occupations unique to primary industry [I] ,production supervisor - logging
Occupations unique to primary industry [I] ,setting foreman / woman logging
Occupations unique to primary industry [I] ,silviculture contractor
Occupations unique to primary industry [I] ,silviculture supervisor
Occupations unique to primary industry [I] ,skidders foreman / woman - logging
Occupations unique to primary industry [I] ,"supervisor, forest operations"
Occupations unique to primary industry [I] ,"supervisor, forestry"
Occupations unique to primary industry [I] ,"supervisor, forestry crew"
Occupations unique to primary industry [I] ,"supervisor, logging"
Occupations unique to primary industry [I] ,woods foreman / woman
Occupations unique to primary industry [I] ,blasters foreman / woman - mining and quarrying
Occupations unique to primary industry [I] ,blasters foreman / woman - quarrying
Occupations unique to primary industry [I] ,blasters foreman / woman - surface mining
Occupations unique to primary industry [I] ,"boss, layers track - underground mining"
Occupations unique to primary industry [I] ,"boss, level - underground mining"
Occupations unique to primary industry [I] ,"boss, sand fill - underground mining"
Occupations unique to primary industry [I] ,"boss, shift - mining and quarrying"
Occupations unique to primary industry [I] ,"boss, track"
Occupations unique to primary industry [I] ,"boss, yard - mining and quarrying"
Occupations unique to primary industry [I] ,coal mine foreman / woman
Occupations unique to primary industry [I] ,construction supervisor - underground mining and quarrying
Occupations unique to primary industry [I] ,diamond drilling foreman / woman
Occupations unique to primary industry [I] ,drill fitter boss - mining
Occupations unique to primary industry [I] ,drill fitter foreman / woman - mining
Occupations unique to primary industry [I] ,drilling foreman / woman - mining and quarrying
Occupations unique to primary industry [I] ,dynamiters foreman / woman - quarrying
Occupations unique to primary industry [I] ,face boss - underground mining
Occupations unique to primary industry [I] ,fill foreman / woman
Occupations unique to primary industry [I] ,fill foreman / woman - underground mining
Occupations unique to primary industry [I] ,fire boss mining
Occupations unique to primary industry [I] ,"foreman / woman, blasters - quarrying"
Occupations unique to primary industry [I] ,"foreman / woman, blasters - surface mining"
Occupations unique to primary industry [I] ,"foreman / woman, blasting - mining and quarrying"
Occupations unique to primary industry [I] ,"foreman / woman, coal mine"
Occupations unique to primary industry [I] ,"foreman / woman, diamond drilling"
Occupations unique to primary industry [I] ,"foreman / woman, drilling - mining and quarrying"
Occupations unique to primary industry [I] ,"foreman / woman, fill - underground mining"
Occupations unique to primary industry [I] ,"foreman / woman, mine"
Occupations unique to primary industry [I] ,"foreman / woman, motormen / women and dinkeymen / women (except rail transport)"
Occupations unique to primary industry [I] ,"foreman / woman, production - mining and quarrying"
Occupations unique to primary industry [I] ,"foreman / woman, quarry"
Occupations unique to primary industry [I] ,"foreman / woman, shift - mining and quarrying"
Occupations unique to primary industry [I] ,"foreman / woman, shot - mining and quarrying"
Occupations unique to primary industry [I] ,"foreman / woman, stope - mining"
Occupations unique to primary industry [I] ,"foreman / woman, surface mine"
Occupations unique to primary industry [I] ,"foreman / woman, underground mine"
Occupations unique to primary industry [I] ,general foreman / woman - mining
Occupations unique to primary industry [I] ,junior foreman / woman - mining
Occupations unique to primary industry [I] ,"leader, shift - mining and quarrying"
Occupations unique to primary industry [I] ,level boss
Occupations unique to primary industry [I] ,level boss - underground mining
Occupations unique to primary industry [I] ,mine captain
Occupations unique to primary industry [I] ,mine foreman / woman
Occupations unique to primary industry [I] ,mine supervisor
Occupations unique to primary industry [I] ,motormen / women and dinkeymen / women foreman / woman (except rail transport)
Occupations unique to primary industry [I] ,open pit mine supervisor
Occupations unique to primary industry [I] ,production foreman / woman - mining and quarrying
Occupations unique to primary industry [I] ,quarry foreman / woman
Occupations unique to primary industry [I] ,quarry supervisor
Occupations unique to primary industry [I] ,relieving surface foreman / woman - mining
Occupations unique to primary industry [I] ,salvage foreman / woman - mining
Occupations unique to primary industry [I] ,sand fill boss - underground mining
Occupations unique to primary industry [I] ,senior foreman / woman - mining
Occupations unique to primary industry [I] ,shift boss
Occupations unique to primary industry [I] ,shift boss - mining and quarrying
Occupations unique to primary industry [I] ,shift foreman / woman - mining and quarrying
Occupations unique to primary industry [I] ,shift leader - mining and quarrying
Occupations unique to primary industry [I] ,shot foreman / woman - mining and quarrying
Occupations unique to primary industry [I] ,stope foreman / woman - mining
Occupations unique to primary industry [I] ,"supervisor, construction - underground mining and quarrying"
Occupations unique to primary industry [I] ,"supervisor, mine"
Occupations unique to primary industry [I] ,"supervisor, open pit mine"
Occupations unique to primary industry [I] ,"supervisor, quarry"
Occupations unique to primary industry [I] ,"supervisor, surface mine"
Occupations unique to primary industry [I] ,"supervisor, yard - mining and quarrying"
Occupations unique to primary industry [I] ,supply boss - mining
Occupations unique to primary industry [I] ,supply foreman / woman - mining
Occupations unique to primary industry [I] ,surface foreman / woman - mining
Occupations unique to primary industry [I] ,surface mine foreman / woman
Occupations unique to primary industry [I] ,surface mine supervisor
Occupations unique to primary industry [I] ,track boss
Occupations unique to primary industry [I] ,track boss - underground mining
Occupations unique to primary industry [I] ,underground mine foreman / woman
Occupations unique to primary industry [I] ,yard boss
Occupations unique to primary industry [I] ,yard boss - mining and quarrying
Occupations unique to primary industry [I] ,yard supervisor - mining and quarrying
Occupations unique to primary industry [I] ,assistant offshore drilling rig superintendent
Occupations unique to primary industry [I] ,assistant platform superintendent
Occupations unique to primary industry [I] ,"assistant superintendent, offshore drilling rig"
Occupations unique to primary industry [I] ,assistant toolpusher - offshore drilling rig
Occupations unique to primary industry [I] ,"field supervisor, oil well servicing"
Occupations unique to primary industry [I] ,"foreman / woman, oil and gas well drilling"
Occupations unique to primary industry [I] ,"foreman / woman, oil and natural gas well servicing"
Occupations unique to primary industry [I] ,fracturing supervisor
Occupations unique to primary industry [I] ,fracturing supervisor - oil field services
Occupations unique to primary industry [I] ,multi-service operator
Occupations unique to primary industry [I] ,multi-service operator - oil field services
Occupations unique to primary industry [I] ,offshore drilling rig superintendent
Occupations unique to primary industry [I] ,oil and gas drilling foreman / woman
Occupations unique to primary industry [I] ,oil and natural gas well servicing foreman / woman
Occupations unique to primary industry [I] ,oil well services field supervisor
Occupations unique to primary industry [I] ,platform superintendent - oil and gas drilling
Occupations unique to primary industry [I] ,rig manager
Occupations unique to primary industry [I] ,rig manager - oil and gas drilling
Occupations unique to primary industry [I] ,"supervisor, well services crew - oil field services"
Occupations unique to primary industry [I] ,toolpusher
Occupations unique to primary industry [I] ,toolpusher - offshore drilling rig
Occupations unique to primary industry [I] ,toolpusher - oil and gas well
Occupations unique to primary industry [I] ,well services crew supervisor
Occupations unique to primary industry [I] ,well services crew supervisor - oil and gas drilling
Occupations unique to primary industry [I] ,well services crew supervisor - oil field services
Occupations unique to primary industry [I] ,wireline field supervisor - oil field services
Occupations unique to primary industry [I] ,apprentice miner
Occupations unique to primary industry [I] ,bench blaster - underground mining
Occupations unique to primary industry [I] ,blast hole driller - underground mining
Occupations unique to primary industry [I] ,blaster - underground mining
Occupations unique to primary industry [I] ,blockholer - underground mining
Occupations unique to primary industry [I] ,bolter operator - underground mining
Occupations unique to primary industry [I] ,brine well tender
Occupations unique to primary industry [I] ,chute blaster
Occupations unique to primary industry [I] ,chute blaster - underground mining
Occupations unique to primary industry [I] ,coal miner
Occupations unique to primary industry [I] ,continuous mining machine operator
Occupations unique to primary industry [I] ,core driller
Occupations unique to primary industry [I] ,core driller - underground mining
Occupations unique to primary industry [I] ,core-drill operator
Occupations unique to primary industry [I] ,core-drill operator - underground mining
Occupations unique to primary industry [I] ,cutting machine operator - underground mining
Occupations unique to primary industry [I] ,development miner
Occupations unique to primary industry [I] ,diamond driller - underground mining
Occupations unique to primary industry [I] ,diamond-drill operator
Occupations unique to primary industry [I] ,diamond-drill runner - underground mining
Occupations unique to primary industry [I] ,diamond-point drill operator
Occupations unique to primary industry [I] ,diesel loaderman / woman - underground mining
Occupations unique to primary industry [I] ,downhole loader - underground mining
Occupations unique to primary industry [I] ,drift driller - underground mining
Occupations unique to primary industry [I] ,drift miner
Occupations unique to primary industry [I] ,driller - underground mining
Occupations unique to primary industry [I] ,"driller, drift - underground mining"
Occupations unique to primary industry [I] ,"driller, long-hole - underground mining"
Occupations unique to primary industry [I] ,"driller, rotary raise - underground mining"
Occupations unique to primary industry [I] ,drilling machine operator - underground mining
Occupations unique to primary industry [I] ,faceman / woman - coal mine
Occupations unique to primary industry [I] ,hang-up blaster - underground mining
Occupations unique to primary industry [I] ,hardrock miner
Occupations unique to primary industry [I] ,hardrock miner apprentice
Occupations unique to primary industry [I] ,high-raise blaster
Occupations unique to primary industry [I] ,hoist operator - underground mining
Occupations unique to primary industry [I] ,hoistman / woman underground mining
Occupations unique to primary industry [I] ,hydraulic coal monitor operator
Occupations unique to primary industry [I] ,in-hole drill operator - underground mining
Occupations unique to primary industry [I] ,ITH (in-the-hole) driller
Occupations unique to primary industry [I] ,jack leg drill operator - underground mining
Occupations unique to primary industry [I] ,jumbo drill operator
Occupations unique to primary industry [I] ,jumbo drill operator - underground mining
Occupations unique to primary industry [I] ,LHD (load-haul-dump) operator - underground mining
Occupations unique to primary industry [I] ,"loaderman / woman, diesel - underground mining"
Occupations unique to primary industry [I] ,load-haul-dump (LHD) operator - underground mining
Occupations unique to primary industry [I] ,loading machine operator - underground mining
Occupations unique to primary industry [I] ,long-hole blaster - underground mining
Occupations unique to primary industry [I] ,long-hole driller - underground mining
Occupations unique to primary industry [I] ,longwall coal shearer operator
Occupations unique to primary industry [I] ,miner
Occupations unique to primary industry [I] ,miner operator
Occupations unique to primary industry [I] ,mining machine operator
Occupations unique to primary industry [I] ,mucker - underground mining
Occupations unique to primary industry [I] ,mucking machine operator
Occupations unique to primary industry [I] ,mucking machine operator - underground mining
Occupations unique to primary industry [I] ,potash miner
Occupations unique to primary industry [I] ,powderman / woman - underground mining
Occupations unique to primary industry [I] ,production driller
Occupations unique to primary industry [I] ,production loader operator
Occupations unique to primary industry [I] ,production miner
Occupations unique to primary industry [I] ,raise boring machine operator - underground mining
Occupations unique to primary industry [I] ,raise driller - underground mining
Occupations unique to primary industry [I] ,raise miner
Occupations unique to primary industry [I] ,raiseman / woman
Occupations unique to primary industry [I] ,ring drill operator
Occupations unique to primary industry [I] ,roadheader operator
Occupations unique to primary industry [I] ,rockbolter
Occupations unique to primary industry [I] ,roof bolter
Occupations unique to primary industry [I] ,rotary raise driller - underground mining
Occupations unique to primary industry [I] ,scoop operator - underground mining
Occupations unique to primary industry [I] ,scooptram operator
Occupations unique to primary industry [I] ,scooptram operator - underground mining
Occupations unique to primary industry [I] ,shaft driller
Occupations unique to primary industry [I] ,shaft inspector
Occupations unique to primary industry [I] ,shaft miner
Occupations unique to primary industry [I] ,shearer operator - underground mining
Occupations unique to primary industry [I] ,shearing machine operator - underground mining
Occupations unique to primary industry [I] ,shot firer
Occupations unique to primary industry [I] ,shot firer - underground mining
Occupations unique to primary industry [I] ,shotman / woman - underground mining
Occupations unique to primary industry [I] ,slusher operator - underground mining
Occupations unique to primary industry [I] ,soft rock miner
Occupations unique to primary industry [I] ,stope driller - underground mining
Occupations unique to primary industry [I] ,stope miner
Occupations unique to primary industry [I] ,undercutter operator - underground mining
Occupations unique to primary industry [I] ,wagon drill operator - underground mining
Occupations unique to primary industry [I] ,assistant driller - offshore drilling rig
Occupations unique to primary industry [I] ,assistant driller - oil and gas well drilling
Occupations unique to primary industry [I] ,coring operator - oil field services
Occupations unique to primary industry [I] ,directional driller - oil and gas drilling
Occupations unique to primary industry [I] ,directional drilling operator
Occupations unique to primary industry [I] ,directional drilling operator - oil and gas drilling
Occupations unique to primary industry [I] ,downhole tool operator
Occupations unique to primary industry [I] ,downhole tool operator - oil and gas drilling
Occupations unique to primary industry [I] ,drill stem tester
Occupations unique to primary industry [I] ,drill stem tester - oil and gas drilling
Occupations unique to primary industry [I] ,driller - offshore drilling rig
Occupations unique to primary industry [I] ,driller - oil and gas drilling
Occupations unique to primary industry [I] ,electric line operator
Occupations unique to primary industry [I] ,electric line operator - oil field services
Occupations unique to primary industry [I] ,e-line operator - oil field services
Occupations unique to primary industry [I] ,fishing tool operator - oil field services
Occupations unique to primary industry [I] ,gas tester - oil field services
Occupations unique to primary industry [I] ,gun perforator - oil field services
Occupations unique to primary industry [I] ,hydrocarbon mud logger - oil field services
Occupations unique to primary industry [I] ,logging and perforating operator
Occupations unique to primary industry [I] ,logging and perforating operator - oil field services
Occupations unique to primary industry [I] ,offshore driller - oil and gas
Occupations unique to primary industry [I] ,oil well perforator
Occupations unique to primary industry [I] ,"perforator, oil wells"
Occupations unique to primary industry [I] ,production testing operator - oil and gas well drilling
Occupations unique to primary industry [I] ,service rig operator
Occupations unique to primary industry [I] ,service rig operator - oil field services
Occupations unique to primary industry [I] ,sidewall core sampler - oil field services
Occupations unique to primary industry [I] ,slickline operator
Occupations unique to primary industry [I] ,slickline operator - oil field services
Occupations unique to primary industry [I] ,well puller - oil field services
Occupations unique to primary industry [I] ,well testing operator
Occupations unique to primary industry [I] ,well testing operator - oil and gas drilling
Occupations unique to primary industry [I] ,wireline operator
Occupations unique to primary industry [I] ,wireline operator - oil field services
Occupations unique to primary industry [I] ,wireline operator trainee
Occupations unique to primary industry [I] ,workover rig operator - oil field services
Occupations unique to primary industry [I] ,"assembler, extensible conveyor belt - underground mining"
Occupations unique to primary industry [I] ,backfill plant operator - underground mining
Occupations unique to primary industry [I] ,backfiller
Occupations unique to primary industry [I] ,backfiller - underground mining
Occupations unique to primary industry [I] ,blaster helper
Occupations unique to primary industry [I] ,blaster helper - underground mining
Occupations unique to primary industry [I] ,"blaster, line crew - underground mining"
Occupations unique to primary industry [I] ,bottom cager - underground mining
Occupations unique to primary industry [I] ,brattice builder - underground mining
Occupations unique to primary industry [I] ,bridge operator - underground mining
Occupations unique to primary industry [I] ,brusher - underground mining
Occupations unique to primary industry [I] ,"builder, brattice - underground mining"
Occupations unique to primary industry [I] ,cage tender
Occupations unique to primary industry [I] ,cage tender - underground mining
Occupations unique to primary industry [I] ,chute loader - underground mining
Occupations unique to primary industry [I] ,chute operator - underground mining
Occupations unique to primary industry [I] ,coal hauler - underground mining
Occupations unique to primary industry [I] ,construction worker - mines
Occupations unique to primary industry [I] ,conveyor operator
Occupations unique to primary industry [I] ,conveyor operator - underground mining
Occupations unique to primary industry [I] ,conveyorman / woman - underground mining
Occupations unique to primary industry [I] ,crusher operator
Occupations unique to primary industry [I] ,crusher operator - underground mining
Occupations unique to primary industry [I] ,crusherman / woman - underground mining
Occupations unique to primary industry [I] ,deckman / woman - underground mining
Occupations unique to primary industry [I] ,diamond driller helper - underground mining
Occupations unique to primary industry [I] ,drill carriage operator helper - underground mining
Occupations unique to primary industry [I] ,driller helper - underground mining
Occupations unique to primary industry [I] ,dryman / woman - underground mining
Occupations unique to primary industry [I] ,"erector, steelwork - underground mining"
Occupations unique to primary industry [I] ,extensible conveyor belt assembler - underground mining
Occupations unique to primary industry [I] ,footman / woman - underground mining
Occupations unique to primary industry [I] ,haulage truck driver - underground mining
Occupations unique to primary industry [I] ,haulageman / woman
Occupations unique to primary industry [I] ,haulageman / woman - underground mining
Occupations unique to primary industry [I] ,"hauler, coal - underground mining"
Occupations unique to primary industry [I] ,"head operator, loading - underground mining"
Occupations unique to primary industry [I] ,headman / woman - underground mining
Occupations unique to primary industry [I] ,"helper, blaster - underground mining"
Occupations unique to primary industry [I] ,"helper, borer - underground raise mining"
Occupations unique to primary industry [I] ,"helper, diamond driller - underground mining"
Occupations unique to primary industry [I] ,"helper, drill carriage operator - underground mining"
Occupations unique to primary industry [I] ,"helper, driller - underground mining"
Occupations unique to primary industry [I] ,"helper, jumbo drill operator - underground mining"
Occupations unique to primary industry [I] ,"helper, jumbo operator - underground mining"
Occupations unique to primary industry [I] ,"helper, raise miner"
Occupations unique to primary industry [I] ,"helper, rotary driller - raise mining"
Occupations unique to primary industry [I] ,in-hole driller helper - underground mining
Occupations unique to primary industry [I] ,jack operator - underground mining
Occupations unique to primary industry [I] ,jumbo drill operator helper - underground mining
Occupations unique to primary industry [I] ,jumbo operator helper - underground mining
Occupations unique to primary industry [I] ,lamp keeper
Occupations unique to primary industry [I] ,lamp keeper - underground mining
Occupations unique to primary industry [I] ,line crew blaster - underground mining
Occupations unique to primary industry [I] ,"loader, chute - underground mining"
Occupations unique to primary industry [I] ,"loader, skip - underground mining"
Occupations unique to primary industry [I] ,loading head operator - underground mining
Occupations unique to primary industry [I] ,loading pocket operator - underground mining
Occupations unique to primary industry [I] ,"man / woman, ventilation - underground mining"
Occupations unique to primary industry [I] ,materialman / woman
Occupations unique to primary industry [I] ,materialman / woman - underground mining
Occupations unique to primary industry [I] ,mine attendant
Occupations unique to primary industry [I] ,mine construction worker
Occupations unique to primary industry [I] ,mine motorman / woman
Occupations unique to primary industry [I] ,mine timberman / woman
Occupations unique to primary industry [I] ,miner helper - raise mining
